"Item Type","Product ID","Product SKU"
"  Rule",326276,1-21788
"  Rule",326277,1-21789
"  Rule",326278,1-21790
Product,175170,0-07079
"  SKU",215597,1-07079
"  SKU",215598,1-07080
"  SKU",215599,1-07081
"  SKU",215600,1-07082
"  SKU",215601,1-07083
"  Rule",326279,1-07079
"  Rule",326280,1-07080
"  Rule",326281,1-07081
"  Rule",326282,1-07082
"  Rule",326283,1-07083
Product,175171,2-07084
Product,175172,0-23886
"  SKU",215602,1-23886
"  SKU",215603,1-23887
"  SKU",215604,1-23888
"  Rule",326284,1-23886
"  Rule",326285,1-23887
"  Rule",326286,1-23888
Product,175173,0-23880
"  SKU",215605,1-23880
"  SKU",215606,1-23881
"  SKU",215607,1-23882
"  SKU",215608,1-23883
"  Rule",326287,1-23880
"  Rule",326288,1-23881
"  Rule",326289,1-23882
"  Rule",326290,1-23883
Product,175174,0-14308
"  SKU",215609,1-14308
"  SKU",215610,1-14309
"  SKU",215611,1-14310
"  SKU",215612,1-14311
"  Rule",326291,1-14308
"  Rule",326292,1-14309
"  Rule",326293,1-14310
"  Rule",326294,1-14311
Product,175175,0-09018
"  SKU",215613,1-09018
"  SKU",215614,1-09019
"  SKU",215615,1-09020
"  SKU",215616,1-09021
"  SKU",215617,1-09022
"  SKU",215618,1-13867
"  SKU",215619,1-13877
"  SKU",215620,1-13879
"  SKU",215621,1-13880
"  Rule",326295,1-09018
"  Rule",326296,1-09019
"  Rule",326297,1-09020
"  Rule",326298,1-09021
"  Rule",326299,1-09022
"  Rule",326300,1-13867
"  Rule",326301,1-13877
"  Rule",326302,1-13879
"  Rule",326303,1-13880
Product,175176,0-14830
"  SKU",215622,1-14830
"  SKU",215623,1-14831
"  SKU",215624,1-14832
"  Rule",326304,1-14830
"  Rule",326305,1-14831
"  Rule",326306,1-14832
Product,175177,2-50767
Product,175178,0-08809
"  SKU",215625,1-08809
"  SKU",215626,1-08810
"  SKU",215627,1-08812
"  SKU",215628,1-08813
"  Rule",326307,1-08809
"  Rule",326308,1-08810
"  Rule",326309,1-08812
"  Rule",326310,1-08813
Product,175179,0-01020
"  SKU",215629,1-01020
"  SKU",215630,1-01021
"  SKU",215631,1-01022
"  SKU",215632,1-01023
"  Rule",326311,1-01020
"  Rule",326312,1-01021
"  Rule",326313,1-01022
"  Rule",326314,1-01023
Product,175180,0-08814
"  SKU",215633,1-08814
"  SKU",215634,1-08815
"  SKU",215635,1-08816
"  SKU",215636,1-08817
"  Rule",326315,1-08814
"  Rule",326316,1-08815
"  Rule",326317,1-08816
"  Rule",326318,1-08817
Product,175181,0-01028
"  SKU",215637,1-01028
"  SKU",215638,1-01029
"  SKU",215639,1-01030
"  SKU",215640,1-01031
"  SKU",215641,1-01032
"  SKU",215642,1-01033
"  SKU",215643,1-01034
"  SKU",215644,1-01035
"  Rule",326319,1-01028
"  Rule",326320,1-01029
"  Rule",326321,1-01030
"  Rule",326322,1-01031
"  Rule",326323,1-01032
"  Rule",326324,1-01033
"  Rule",326325,1-01034
"  Rule",326326,1-01035
Product,175182,0-00443
"  SKU",215645,1-00443
"  SKU",215646,1-00444
"  SKU",215647,1-00445
"  Rule",326327,1-00443
"  Rule",326328,1-00444
"  Rule",326329,1-00445
Product,175183,0-08799
"  SKU",215648,1-08799
"  SKU",215649,1-08800
"  SKU",215650,1-08801
"  SKU",215651,1-08802
"  SKU",215652,1-08803
"  SKU",215653,1-22313
"  SKU",215654,1-22314
"  SKU",215655,1-22315
"  SKU",215656,1-22316
"  Rule",326330,1-08799
"  Rule",326331,1-08800
"  Rule",326332,1-08801
"  Rule",326333,1-08802
"  Rule",326334,1-08803
"  Rule",326335,1-22313
"  Rule",326336,1-22314
"  Rule",326337,1-22315
"  Rule",326338,1-22316
Product,175184,0-08804
"  SKU",215657,1-08804
"  SKU",215658,1-08805
"  SKU",215659,1-08806
"  SKU",215660,1-08807
"  SKU",215661,1-08808
"  SKU",215662,1-22317
"  SKU",215663,1-22318
"  SKU",215664,1-22319
"  SKU",215665,1-22320
"  Rule",326339,1-08804
"  Rule",326340,1-08805
"  Rule",326341,1-08806
"  Rule",326342,1-08807
"  Rule",326343,1-08808
"  Rule",326344,1-22317
"  Rule",326345,1-22318
"  Rule",326346,1-22319
"  Rule",326347,1-22320
Product,175185,0-25257
"  SKU",215666,1-25257
"  SKU",215667,1-25258
"  SKU",215668,1-25259
"  SKU",215669,1-25260
"  SKU",215670,1-25261
"  SKU",215671,1-25262
"  SKU",215672,1-25263
"  Rule",326348,1-25257
"  Rule",326349,1-25258
"  Rule",326350,1-25259
"  Rule",326351,1-25260
"  Rule",326352,1-25261
"  Rule",326353,1-25262
"  Rule",326354,1-25263
Product,175186,0-25264
"  SKU",215673,1-25264
"  SKU",215674,1-25265
"  SKU",215675,1-25266
"  SKU",215676,1-25267
"  SKU",215677,1-25268
"  SKU",215678,1-25269
"  SKU",215679,1-25270
"  SKU",215680,1-25271
"  Rule",326355,1-25264
"  Rule",326356,1-25265
"  Rule",326357,1-25266
"  Rule",326358,1-25267
"  Rule",326359,1-25268
"  Rule",326360,1-25269
"  Rule",326361,1-25270
"  Rule",326362,1-25271
Product,175187,0-01011
"  SKU",215681,1-01011
"  SKU",215682,1-01012
"  SKU",215683,1-01014
"  SKU",215684,1-01015
"  Rule",326363,1-01011
"  Rule",326364,1-01012
"  Rule",326365,1-01014
"  Rule",326366,1-01015
Product,175188,0-01016
"  SKU",215685,1-01016
"  SKU",215686,1-01017
"  SKU",215687,1-01018
"  SKU",215688,1-01019
"  Rule",326367,1-01016
"  Rule",326368,1-01017
"  Rule",326369,1-01018
"  Rule",326370,1-01019
Product,175189,0-17122
"  SKU",215689,1-17122
"  SKU",215690,1-17126
"  SKU",215691,1-17127
"  SKU",215692,1-17183
"  Rule",326371,1-17122
"  Rule",326372,1-17126
"  Rule",326373,1-17127
"  Rule",326374,1-17183
Product,175190,0-25272
"  SKU",215693,1-25272
"  SKU",215694,1-25273
"  SKU",215695,1-25274
"  SKU",215696,1-25275
"  SKU",215697,1-25276
"  SKU",215698,1-25278
"  Rule",326375,1-25272
"  Rule",326376,1-25273
"  Rule",326377,1-25274
"  Rule",326378,1-25275
"  Rule",326379,1-25276
"  Rule",326380,1-25278
Product,175191,0-01003
"  SKU",215699,1-01003
"  SKU",215700,1-01004
"  SKU",215701,1-01005
"  SKU",215702,1-01006
"  Rule",326381,1-01003
"  Rule",326382,1-01004
"  Rule",326383,1-01005
"  Rule",326384,1-01006
Product,175192,0-01007
"  SKU",215703,1-01007
"  SKU",215704,1-01008
"  SKU",215705,1-01009
"  SKU",215706,1-01010
"  Rule",326385,1-01007
"  Rule",326386,1-01008
"  Rule",326387,1-01009
"  Rule",326388,1-01010
Product,175193,2-19099
Product,175194,0-08099
"  SKU",215707,1-08099
"  SKU",215708,1-08100
"  SKU",215709,1-08101
"  Rule",326389,1-08099
"  Rule",326390,1-08100
"  Rule",326391,1-08101
Product,175195,0-54180
"  SKU",215710,1-54180
"  SKU",215711,1-54181
"  SKU",215712,1-54182
"  Rule",326392,1-54180
"  Rule",326393,1-54181
"  Rule",326394,1-54182
Product,175196,2-54365
Product,175197,0-54184
"  SKU",215713,1-54184
"  SKU",215714,1-54185
"  Rule",326395,1-54184
"  Rule",326396,1-54185
Product,175198,2-10834
Product,175199,2-08938
Product,175200,2-34022
Product,175201,2-12651
Product,175202,2-31635
Product,175203,2-06076
Product,175204,0-12655
"  SKU",215715,1-12655
"  SKU",215716,1-12656
"  Rule",326397,1-12655
"  Rule",326398,1-12656
Product,175205,2-12657
Product,175206,2-06077
Product,175207,2-15636
Product,175208,2-06078
Product,175209,2-12654
Product,175210,2-12653
Product,175211,0-18585
"  SKU",215717,1-18585
"  SKU",215718,1-18597
"  SKU",215719,1-18688
"  Rule",326400,1-18597
"  Rule",326401,1-18688
"  Rule",326399,1-18585
Product,175212,2-19206
Product,175213,0-19202
"  SKU",215720,1-19202
"  SKU",215721,1-19203
"  SKU",215722,1-19204
"  Rule",326402,1-19202
"  Rule",326403,1-19203
"  Rule",326404,1-19204
Product,175214,0-53972
"  SKU",215723,1-53972
"  SKU",215724,1-53973
"  Rule",326405,1-53972
"  Rule",326406,1-53973
Product,175215,0-53969
"  SKU",215725,1-53969
"  SKU",215726,1-53970
"  SKU",215727,1-53971
"  Rule",326407,1-53969
"  Rule",326408,1-53970
"  Rule",326409,1-53971
Product,175216,0-53119
"  SKU",215728,1-53119
"  SKU",215729,1-53120
"  SKU",215730,1-53121
"  Rule",326410,1-53119
"  Rule",326411,1-53120
"  Rule",326412,1-53121
Product,175217,0-53117
"  SKU",215731,1-53117
"  SKU",215732,1-53118
"  Rule",326413,1-53117
"  Rule",326414,1-53118
Product,175218,0-19207
"  SKU",215733,1-19207
"  SKU",215734,1-19208
"  Rule",326415,1-19207
"  Rule",326416,1-19208
Product,175219,0-08253
"  SKU",215735,1-08253
"  SKU",215736,1-08254
"  SKU",215737,1-08255
"  SKU",215738,1-08256
"  SKU",215739,1-08257
"  SKU",215740,1-08258
"  Rule",326417,1-08253
"  Rule",326418,1-08254
"  Rule",326419,1-08255
"  Rule",326420,1-08256
"  Rule",326421,1-08257
"  Rule",326422,1-08258
Product,175220,0-08234
"  SKU",215741,1-08234
"  SKU",215742,1-08235
"  SKU",215743,1-08236
"  SKU",215744,1-08237
"  SKU",215745,1-08238
"  SKU",215746,1-08240
"  Rule",326423,1-08234
"  Rule",326424,1-08235
"  Rule",326425,1-08236
"  Rule",326426,1-08237
"  Rule",326427,1-08238
"  Rule",326428,1-08240
Product,175221,2-30149
Product,175222,0-07875
"  SKU",215747,1-07875
"  SKU",215748,1-07876
"  SKU",215749,1-07877
"  SKU",215750,1-07878
"  Rule",326429,1-07875
"  Rule",326430,1-07876
"  Rule",326431,1-07877
"  Rule",326432,1-07878
Product,175223,0-14452
"  SKU",215751,1-14452
"  SKU",215752,1-14453
"  SKU",215753,1-14454
"  SKU",215754,1-14455
"  SKU",215755,1-14456
"  Rule",326433,1-14452
"  Rule",326434,1-14453
"  Rule",326435,1-14454
"  Rule",326436,1-14455
"  Rule",326437,1-14456
Product,175224,0-07411
"  SKU",215756,1-07411
"  SKU",215757,1-07412
"  SKU",215758,1-07413
"  Rule",326438,1-07411
"  Rule",326439,1-07412
"  Rule",326440,1-07413
Product,175225,0-27384
"  SKU",215759,1-27384
"  SKU",215760,1-27385
"  SKU",215761,1-27386
"  SKU",215762,1-27387
"  SKU",215763,1-27388
"  SKU",215764,1-27405
"  SKU",215765,1-27406
"  SKU",215766,1-27407
"  SKU",215767,1-27408
"  SKU",215768,1-27409
"  SKU",215769,1-27410
"  SKU",215770,1-27411
"  SKU",215771,1-27412
"  Rule",326441,1-27384
"  Rule",326442,1-27385
"  Rule",326443,1-27386
"  Rule",326444,1-27387
"  Rule",326445,1-27388
"  Rule",326446,1-27405
"  Rule",326447,1-27406
"  Rule",326448,1-27407
"  Rule",326449,1-27408
"  Rule",326450,1-27409
"  Rule",326451,1-27410
"  Rule",326452,1-27411
"  Rule",326453,1-27412
Product,175226,0-06392
"  SKU",215772,1-06392
"  SKU",215773,1-06393
"  SKU",215774,1-06394
"  SKU",215775,1-06396
"  SKU",215776,1-06397
"  SKU",215777,1-06398
"  Rule",326454,1-06392
"  Rule",326455,1-06393
"  Rule",326456,1-06394
"  Rule",326457,1-06396
"  Rule",326458,1-06397
"  Rule",326459,1-06398
Product,175227,2-30282
Product,175228,0-06703
"  SKU",215778,1-06703
"  SKU",215779,1-06704
"  Rule",326460,1-06703
"  Rule",326461,1-06704
Product,175229,0-24618
"  SKU",215780,1-24618
"  SKU",215781,1-24619
"  SKU",215782,1-24620
"  Rule",326462,1-24618
"  Rule",326463,1-24619
"  Rule",326464,1-24620
Product,175230,0-21650
"  SKU",215783,1-21650
"  SKU",215784,1-21651
"  SKU",215785,1-21652
"  SKU",215786,1-21653
"  SKU",215787,1-21654
"  SKU",215788,1-21655
"  SKU",215789,1-21656
"  SKU",215790,1-21657
"  SKU",215791,1-21668
"  SKU",215792,1-21728
"  SKU",215793,1-21729
"  Rule",326465,1-21650
"  Rule",326466,1-21651
"  Rule",326467,1-21652
"  Rule",326468,1-21653
"  Rule",326469,1-21654
"  Rule",326470,1-21655
"  Rule",326471,1-21656
"  Rule",326472,1-21657
"  Rule",326473,1-21668
"  Rule",326474,1-21728
"  Rule",326475,1-21729
Product,175231,0-21641
"  SKU",215794,1-21641
"  SKU",215795,1-21642
"  SKU",215796,1-21643
"  SKU",215797,1-21644
"  SKU",215798,1-21645
"  SKU",215799,1-21646
"  SKU",215800,1-21647
"  SKU",215801,1-21648
"  SKU",215802,1-21649
"  Rule",326476,1-21641
"  Rule",326477,1-21642
"  Rule",326478,1-21643
"  Rule",326479,1-21644
"  Rule",326480,1-21645
"  Rule",326481,1-21646
"  Rule",326482,1-21647
"  Rule",326483,1-21648
"  Rule",326484,1-21649
Product,175232,0-23851
"  SKU",215803,1-23851
"  SKU",215804,1-23852
"  SKU",215805,1-23853
"  SKU",215806,1-25840
"  SKU",215807,1-25841
"  Rule",326485,1-23851
"  Rule",326486,1-23852
"  Rule",326487,1-23853
"  Rule",326488,1-25840
"  Rule",326489,1-25841
Product,175233,0-10203
"  SKU",215808,1-10203
"  SKU",215809,1-10204
"  SKU",215810,1-10205
"  SKU",215811,1-10206
"  SKU",215812,1-10207
"  SKU",215813,1-10208
"  Rule",326490,1-10203
"  Rule",326491,1-10204
"  Rule",326492,1-10205
"  Rule",326493,1-10206
"  Rule",326494,1-10207
"  Rule",326495,1-10208
Product,175234,0-21275
"  SKU",215814,1-21275
"  SKU",215815,1-21276
"  SKU",215816,1-21277
"  SKU",215817,1-21278
"  Rule",326496,1-21275
"  Rule",326497,1-21276
"  Rule",326498,1-21277
"  Rule",326499,1-21278
Product,175235,0-66158
"  SKU",215818,1-66158
"  SKU",215819,1-66159
"  Rule",326500,1-66158
"  Rule",326501,1-66159
Product,175236,0-16690
"  SKU",215820,1-16690
"  SKU",215821,1-16707
"  SKU",215822,1-16711
"  SKU",215823,1-16734
"  Rule",326502,1-16690
"  Rule",326503,1-16707
"  Rule",326504,1-16711
"  Rule",326505,1-16734
Product,175237,0-23449
"  SKU",215824,1-23449
"  SKU",215825,1-23450
"  SKU",215826,1-23451
"  SKU",215827,1-23453
"  SKU",215828,1-23454
"  SKU",215829,1-23455
"  SKU",215830,1-23456
"  SKU",215831,1-23457
"  SKU",215832,1-23458
"  Rule",326506,1-23449
"  Rule",326507,1-23450
"  Rule",326508,1-23451
"  Rule",326509,1-23453
"  Rule",326510,1-23454
"  Rule",326511,1-23455
"  Rule",326512,1-23456
"  Rule",326513,1-23457
"  Rule",326514,1-23458
Product,175238,0-23459
"  SKU",215833,1-23459
"  SKU",215834,1-23460
"  Rule",326515,1-23459
"  Rule",326516,1-23460
Product,175239,0-25782
"  SKU",215835,1-25782
"  SKU",215836,1-25783
"  SKU",215837,1-25784
"  Rule",326517,1-25782
"  Rule",326518,1-25783
"  Rule",326519,1-25784
Product,175240,0-21733
"  SKU",215838,1-21733
"  SKU",215839,1-21734
"  SKU",215840,1-21735
"  SKU",215841,1-21736
"  SKU",215842,1-21737
"  Rule",326520,1-21733
"  Rule",326521,1-21734
"  Rule",326522,1-21735
"  Rule",326523,1-21736
"  Rule",326524,1-21737
Product,175241,0-21730
"  SKU",215843,1-21730
"  SKU",215844,1-21731
"  SKU",215845,1-21732
"  Rule",326525,1-21730
"  Rule",326526,1-21731
"  Rule",326527,1-21732
Product,175242,0-10920
"  SKU",215846,1-10920
"  SKU",215847,1-10921
"  SKU",215848,1-10922
"  SKU",215849,1-10923
"  SKU",215850,1-10924
"  SKU",215851,1-10925
"  SKU",215852,1-10926
"  SKU",215853,1-10927
"  SKU",215854,1-10928
"  SKU",215855,1-10929
"  SKU",215856,1-10930
"  SKU",215857,1-10931
"  Rule",326528,1-10920
"  Rule",326529,1-10921
"  Rule",326530,1-10922
"  Rule",326531,1-10923
"  Rule",326532,1-10924
"  Rule",326533,1-10925
"  Rule",326534,1-10926
"  Rule",326535,1-10927
"  Rule",326536,1-10928
"  Rule",326537,1-10929
"  Rule",326538,1-10930
"  Rule",326539,1-10931
Product,175243,0-22613
"  SKU",215858,1-22613
"  SKU",215859,1-22614
"  SKU",215860,1-22615
"  SKU",215861,1-22616
"  SKU",215862,1-22617
"  SKU",215863,1-22618
"  SKU",215864,1-22619
"  SKU",215865,1-22620
"  Rule",326540,1-22613
"  Rule",326541,1-22614
"  Rule",326542,1-22615
"  Rule",326543,1-22616
"  Rule",326544,1-22617
"  Rule",326545,1-22618
"  Rule",326546,1-22619
"  Rule",326547,1-22620
Product,175244,0-12498
"  SKU",215866,1-12498
"  SKU",215867,1-12499
"  SKU",215868,1-12500
"  SKU",215869,1-12501
"  Rule",326548,1-12498
"  Rule",326549,1-12499
"  Rule",326550,1-12500
"  Rule",326551,1-12501
Product,175245,0-17508
"  SKU",215870,1-17508
"  SKU",215871,1-17509
"  SKU",215872,1-17510
"  SKU",215873,1-17513
"  Rule",326552,1-17508
"  Rule",326553,1-17509
"  Rule",326554,1-17510
"  Rule",326555,1-17513
Product,175246,0-12543
"  SKU",215874,1-12543
"  SKU",215875,1-12544
"  SKU",215876,1-12545
"  SKU",215877,1-12546
"  Rule",326556,1-12543
"  Rule",326557,1-12544
"  Rule",326558,1-12545
"  Rule",326559,1-12546
Product,175247,0-16984
"  SKU",215878,1-16984
"  SKU",215879,1-17032
"  SKU",215880,1-17090
"  Rule",326560,1-16984
"  Rule",326561,1-17032
"  Rule",326562,1-17090
Product,175248,0-12502
"  SKU",215881,1-12502
"  SKU",215882,1-12503
"  SKU",215883,1-12504
"  SKU",215884,1-12505
"  SKU",215885,1-12506
"  Rule",326563,1-12502
"  Rule",326564,1-12503
"  Rule",326565,1-12504
"  Rule",326566,1-12505
"  Rule",326567,1-12506
Product,175249,0-51599
"  SKU",215886,1-51599
"  SKU",215887,1-51600
"  SKU",215888,1-51601
"  SKU",215889,1-51602
"  Rule",326568,1-51599
"  Rule",326569,1-51600
"  Rule",326570,1-51601
"  Rule",326571,1-51602
Product,175250,2-04374
Product,175251,2-04375
Product,175252,0-12598
"  SKU",215890,1-12598
"  SKU",215891,1-12599
"  SKU",215892,1-12600
"  SKU",215893,1-12601
"  Rule",326572,1-12598
"  Rule",326573,1-12599
"  Rule",326574,1-12600
"  Rule",326575,1-12601
Product,175253,0-18749
"  SKU",215894,1-18749
"  SKU",215895,1-18750
"  Rule",326576,1-18749
"  Rule",326577,1-18750
Product,175254,0-29644
"  SKU",215896,1-29644
"  SKU",215897,1-29645
"  SKU",215898,1-29646
"  SKU",215899,1-29647
"  Rule",326578,1-29644
"  Rule",326579,1-29645
"  Rule",326580,1-29646
"  Rule",326581,1-29647
Product,175255,0-08260
"  SKU",215900,1-08260
"  SKU",215901,1-08261
"  SKU",215902,1-08262
"  Rule",326582,1-08260
"  Rule",326583,1-08261
"  Rule",326584,1-08262
Product,175256,0-08241
"  SKU",215903,1-08241
"  SKU",215904,1-08242
"  SKU",215905,1-08243
"  Rule",326585,1-08241
"  Rule",326586,1-08242
"  Rule",326587,1-08243
Product,175257,0-25933
"  SKU",215906,1-25933
"  SKU",215907,1-25934
"  SKU",215908,1-25935
"  Rule",326588,1-25933
"  Rule",326589,1-25934
"  Rule",326590,1-25935
Product,175258,0-25949
"  SKU",215909,1-25949
"  SKU",215910,1-25950
"  SKU",215911,1-25951
"  SKU",215912,1-25952
"  Rule",326591,1-25949
"  Rule",326592,1-25950
"  Rule",326593,1-25951
"  Rule",326594,1-25952
Product,175259,2-16165
Product,175260,0-00986
"  SKU",215913,1-00986
"  SKU",215914,1-00989
"  SKU",215915,1-00990
"  SKU",215916,1-00991
"  SKU",215917,1-00992
"  Rule",326595,1-00986
"  Rule",326596,1-00989
"  Rule",326597,1-00990
"  Rule",326598,1-00991
"  Rule",326599,1-00992
Product,175261,0-10296
"  SKU",215918,1-10296
"  SKU",215919,1-10297
"  SKU",215920,1-10298
"  SKU",215921,1-10299
"  SKU",215922,1-10300
"  Rule",326600,1-10296
"  Rule",326601,1-10297
"  Rule",326602,1-10298
"  Rule",326603,1-10299
"  Rule",326604,1-10300
Product,175262,0-24719
"  SKU",215923,1-24719
"  SKU",215924,1-24720
"  SKU",215925,1-24721
"  SKU",215926,1-24722
"  Rule",326605,1-24719
"  Rule",326606,1-24720
"  Rule",326607,1-24721
"  Rule",326608,1-24722
Product,175263,2-04987
Product,175264,0-19243
"  SKU",215927,1-19243
"  SKU",215928,1-19244
"  SKU",215929,1-19245
"  SKU",215930,1-19246
"  SKU",215931,1-19247
"  Rule",326609,1-19243
"  Rule",326610,1-19244
"  Rule",326611,1-19245
"  Rule",326612,1-19246
"  Rule",326613,1-19247
Product,175265,0-04992
"  SKU",215932,1-04992
"  SKU",215933,1-04999
"  Rule",326614,1-04992
"  Rule",326615,1-04999
Product,175266,0-49750
"  SKU",215934,1-49750
"  SKU",215935,1-49758
"  Rule",326616,1-49750
"  Rule",326617,1-49758
Product,175267,2-49766
Product,175268,0-49783
"  SKU",215936,1-49783
"  SKU",215937,1-49784
"  Rule",326618,1-49783
"  Rule",326619,1-49784
Product,175269,0-07779
"  SKU",215938,1-07779
"  SKU",215939,1-07781
"  SKU",215940,1-07782
"  Rule",326620,1-07779
"  Rule",326621,1-07781
"  Rule",326622,1-07782
Product,175270,0-13241
"  SKU",215941,1-13241
"  SKU",215942,1-13242
"  SKU",215943,1-13243
"  Rule",326623,1-13241
"  Rule",326624,1-13242
"  Rule",326625,1-13243
Product,175271,0-13244
"  SKU",215944,1-13244
"  SKU",215945,1-13245
"  SKU",215946,1-13246
"  Rule",326626,1-13244
"  Rule",326627,1-13245
"  Rule",326628,1-13246
Product,175272,0-07783
"  SKU",215947,1-07783
"  SKU",215948,1-07784
"  SKU",215949,1-07785
"  Rule",326629,1-07783
"  Rule",326630,1-07784
"  Rule",326631,1-07785
Product,175273,2-17815
Product,175274,2-17811
Product,175275,2-17828
Product,175276,2-17801
Product,175277,2-23282
Product,175278,2-23285
Product,175279,2-17825
Product,175280,0-09953
"  SKU",215950,1-09953
"  SKU",215951,1-09954
"  SKU",215952,1-09955
"  SKU",215953,1-09956
"  Rule",326632,1-09953
"  Rule",326633,1-09954
"  Rule",326634,1-09955
"  Rule",326635,1-09956
Product,175281,0-09957
"  SKU",215954,1-09957
"  SKU",215955,1-09958
"  SKU",215956,1-09959
"  SKU",215957,1-09960
"  Rule",326636,1-09957
"  Rule",326637,1-09958
"  Rule",326638,1-09959
"  Rule",326639,1-09960
Product,175282,0-53800
"  SKU",215958,1-53800
"  SKU",215959,1-53801
"  SKU",215960,1-53802
"  SKU",215961,1-53803
"  SKU",215962,1-53804
"  Rule",326640,1-53800
"  Rule",326641,1-53801
"  Rule",326642,1-53802
"  Rule",326643,1-53803
"  Rule",326644,1-53804
Product,175283,0-52567
"  SKU",215963,1-52567
"  SKU",215964,1-52568
"  SKU",215965,1-52569
"  SKU",215966,1-53757
"  Rule",326645,1-52567
"  Rule",326646,1-52568
"  Rule",326647,1-52569
"  Rule",326648,1-53757
Product,175284,2-52574
Product,175285,0-54335
"  SKU",215967,1-54335
"  SKU",215968,1-54364
"  Rule",326649,1-54335
"  Rule",326650,1-54364
Product,175286,0-52847
"  SKU",215969,1-52847
"  SKU",215970,1-54334
"  SKU",215971,1-54345
"  Rule",326651,1-52847
"  Rule",326652,1-54334
"  Rule",326653,1-54345
Product,175287,0-13180
"  SKU",215972,1-13180
"  SKU",215973,1-13181
"  SKU",215974,1-13183
"  Rule",326656,1-13183
"  Rule",326654,1-13180
"  Rule",326655,1-13181
Product,175288,0-29743
"  SKU",215975,1-29743
"  SKU",215976,1-29744
"  Rule",326657,1-29743
"  Rule",326658,1-29744
Product,175289,0-16668
"  SKU",215977,1-16668
"  SKU",215978,1-16792
"  SKU",215979,1-16795
"  SKU",215980,1-16796
"  Rule",326659,1-16668
"  Rule",326660,1-16792
"  Rule",326661,1-16795
"  Rule",326662,1-16796
Product,175290,0-16797
"  SKU",215981,1-16797
"  SKU",215982,1-16809
"  SKU",215983,1-16831
"  Rule",326663,1-16797
"  Rule",326664,1-16809
"  Rule",326665,1-16831
Product,175291,0-23446
"  SKU",215984,1-23446
"  SKU",215985,1-23447
"  SKU",215986,1-23448
"  Rule",326666,1-23446
"  Rule",326667,1-23447
"  Rule",326668,1-23448
Product,175292,0-00550
"  SKU",215987,1-00550
"  SKU",215988,1-00551
"  SKU",215989,1-00553
"  SKU",215990,1-00554
"  Rule",326669,1-00550
"  Rule",326670,1-00551
"  Rule",326671,1-00553
"  Rule",326672,1-00554
Product,175293,0-14290
"  SKU",215991,1-14290
"  SKU",215992,1-14291
"  SKU",215993,1-14292
"  Rule",326673,1-14290
"  Rule",326674,1-14291
"  Rule",326675,1-14292
Product,175294,2-15773
Product,175295,2-12485
Product,175296,0-23838
"  SKU",215994,1-23838
"  SKU",215995,1-23839
"  Rule",326676,1-23838
"  Rule",326677,1-23839
Product,175297,0-29637
"  SKU",215996,1-29637
"  SKU",215997,1-29638
"  Rule",326678,1-29637
"  Rule",326679,1-29638
Product,175298,0-21291
"  SKU",215998,1-21291
"  SKU",215999,1-21292
"  SKU",216000,1-21293
"  SKU",216001,1-21294
"  Rule",326680,1-21291
"  Rule",326681,1-21292
"  Rule",326682,1-21293
"  Rule",326683,1-21294
Product,175299,0-10076
"  SKU",216002,1-10076
"  SKU",216003,1-10077
"  SKU",216004,1-10078
"  SKU",216005,1-10079
"  SKU",216006,1-10080
"  Rule",326684,1-10076
"  Rule",326685,1-10077
"  Rule",326686,1-10078
"  Rule",326687,1-10079
"  Rule",326688,1-10080
Product,175300,0-00373
"  SKU",216007,1-00373
"  SKU",216008,1-00374
"  SKU",216009,1-00375
"  SKU",216010,1-00376
"  Rule",326689,1-00373
"  Rule",326690,1-00374
"  Rule",326691,1-00375
"  Rule",326692,1-00376
Product,175301,0-07835
"  SKU",216011,1-07835
"  SKU",216012,1-16735
"  SKU",216013,1-16737
"  Rule",326693,1-07835
"  Rule",326694,1-16735
"  Rule",326695,1-16737
Product,175302,0-27958
"  SKU",216014,1-27958
"  SKU",216015,1-27961
"  SKU",216016,1-27966
"  SKU",216017,1-27967
"  SKU",216018,1-27968
"  Rule",326696,1-27958
"  Rule",326697,1-27961
"  Rule",326698,1-27966
"  Rule",326699,1-27967
"  Rule",326700,1-27968
Product,175303,2-16733
Product,175304,0-13624
"  SKU",216019,1-13624
"  SKU",216020,1-13625
"  SKU",216021,1-13626
"  Rule",326701,1-13624
"  Rule",326702,1-13625
"  Rule",326703,1-13626
Product,175305,2-50257
Product,175306,2-47762
Product,175307,2-44348
Product,175308,2-44275
Product,175309,2-20233
Product,175310,0-44271
"  SKU",216022,1-44271
"  SKU",216023,1-44272
"  SKU",216024,1-44273
"  SKU",216025,1-44274
"  SKU",216026,1-44276
"  SKU",216027,1-54062
"  Rule",326704,1-44271
"  Rule",326705,1-44272
"  Rule",326706,1-44273
"  Rule",326707,1-44274
"  Rule",326708,1-44276
"  Rule",326709,1-54062
Product,175311,0-44278
"  SKU",216028,1-44278
"  SKU",216029,1-44279
"  SKU",216030,1-44281
"  SKU",216031,1-47259
"  Rule",326710,1-44278
"  Rule",326711,1-44279
"  Rule",326712,1-44281
"  Rule",326713,1-47259
Product,175312,2-44349
Product,175313,2-20232
Product,175314,2-44361
Product,175315,2-20234
Product,175316,2-47260
Product,175317,2-50987
Product,175318,0-28274
"  SKU",216032,1-28274
"  SKU",216033,1-44397
"  SKU",216034,1-44399
"  SKU",216035,1-44400
"  SKU",216036,1-44401
"  SKU",216037,1-44402
"  SKU",216038,1-44436
"  Rule",326714,1-28274
